text_column,label_column,processed_text,numeric_label
pengiriman jne memang terbaik cepat sampai nya,positive,"['kirim', 'jne', 'baik', 'cepat']",2
"penasaran sudah lama mau ke sini , alhamdulillah kesampaian . perjuangan ke sini nya . saran : jika saat perjalanan ke sana hujan sangat disarankan putar balik ! kenapa ? karena jalanan setapak menuju ke sana masih belum aspal semua . jadi jika tidak mahir mengendarai mobil , agak ngeri juga karena tanah yang licin dan samping kanan / kiri jalan seperti jurang . tapi ketika sudah sampai , semua jadi terbayarkan .",positive,"['penasaran', 'alhamdulillah', 'juang', 'saran', 'jalan', 'hujan', 'saran', 'putar', 'jalan', 'setapak', 'tuju', 'aspal', 'tidak_mahir', 'kendara', 'mobil', 'ngeri', 'tanah', 'licin', 'samping', 'kanan', 'kiri', 'jalan', 'jurang', 'bayar']",2
"yang terhormat , kamu kenapa malam ini , kecrpatan mu ngadat , kagak biasanya kamu begini .",neutral,"['hormat', 'malam', 'kecrpatan', 'mu', 'ngadat', 'kagak']",1
"rio pratama pengecut banget ya , belum saja bicara sedikit pun langsung di dc , maka dari itu sadar diri , kalau miskin miskin saja tidak usah sok sok kau !",negative,"['rio', 'pratama', 'kecut', 'banget', 'ya', 'bicara', 'langsung', 'dc', 'sadar', 'miskin', 'miskin', 'tidak_usah', 'sok', 'sok', 'kau']",0
"tempat nya sangat amat standar , tidak ada kekhasan sendiri . yang khas adalah makanan nya yang semua serba haram . sate babi hingga bakut teh , yang istimewa adalah kelembutan daging dari sate babi nya .",positive,"['standar', 'tidak_ada', 'khas', 'khas', 'makan', 'serba', 'haram', 'sate', 'babi', 'bakut', 'teh', 'istimewa', 'lembut', 'daging', 'sate', 'babi']",2
maleman gue sampai ke hotel capsule nya dan ternyata memang sempit sekali ya subhanallah buat ganti baju saja susah .,negative,"['maleman', 'gue', 'hotel', 'capsule', 'nyata', 'sempit', 'ya', 'subhanallah', 'ganti', 'baju', 'susah']",0
"terakhir berkunjung mengecewakan , tapi tergantung selera , tiap orang punya selera masing-masing tapi buat roti sama pisang bakar nya lumayan",neutral,"['kunjung', 'kecewa', 'gantung', 'selera', 'orang', 'selera', 'roti', 'pisang', 'bakar', 'lumayan']",1
"pertama kali datang ke tempat ini ekspresi saya dan teman saya adalah wow ! kami semua merasa senang melihat pemandangan dari resto ini . untuk harga makanan sekelas kafe seperti sierra yang biasanya hanya menjual pemandangan , sangatlah worth it karena makanan nya enak-enak dan harga nya masih masuk akal . saya suka chicken au gratine nya , enak sekali .",positive,"['kali', 'ekspresi', 'teman', 'wow', 'senang', 'lihat', 'pandang', 'resto', 'harga', 'makan', 'kelas', 'kafe', 'sierra', 'jual', 'pandang', 'worth', 'it', 'makan', 'enak', 'enak', 'harga', 'masuk', 'akal', 'suka', 'chicken', 'au', 'gratine', 'enak']",2
"ketika akhir pekan , keluarga saya mengajak untuk makan siang di sini . ini pertama kali saya makan di sini . apalagi lokasi nya tidak jauh dari rumah saya . makanan nya sih menurut saya biasa saja . saya lebih memilih kiyadon ataupun sushi tei . tapi yang membuat saya terkesan adalah dekorasi meja nya . tampak personal sekali . tiap tempat makan disediakan origami kecil . lucu sekali bentuk nya",positive,"['pekan', 'keluarga', 'ajak', 'makan', 'siang', 'kali', 'makan', 'lokasi', 'tidak_jauh', 'rumah', 'makan', 'pilih', 'kiyadon', 'sushi', 'tei', 'kes', 'dekorasi', 'meja', 'personal', 'makan', 'sedia', 'origami', 'lucu', 'bentuk']",2
"tempat nya unik namun nyaman dan nyaman , pilihan menu sangat beragam dan mostly delicious . cocok untuk wine lover dengan berbagai macam wine yang dimiliki oleh uncle s storage untuk menemani laungkan di malam hari sambil mendengarkan inhouse live musik yang ditawarkan .",positive,"['unik', 'nyaman', 'nyaman', 'pilih', 'menu', 'agam', 'mostly', 'delicious', 'cocok', 'wine', 'lover', 'wine', 'milik', 'uncle', 's', 'storage', 'tani', 'laung', 'malam', 'dengar', 'inhouse', 'live', 'musik', 'tawar']",2
mc donalds simpang dago ini terletak sangat strategis dengan kampus itb dan beberapa kampus lainnya . di sana sangat banyak mahasiswa yang mengerjakan tugas sambil makan .,positive,"['mc', 'donalds', 'simpang', 'dago', 'letak', 'strategis', 'kampus', 'itb', 'kampus', 'mahasiswa', 'kerja', 'tugas', 'makan']",2
panas,negative,['panas'],0
"telekomunikasi bukan hanya untuk kota besar , tapi juga sampai ke daerah pelosok dan perbatasan negara cc : telkomsel",neutral,"['telekomunikasi', 'tidak_hanya', 'kota', 'daerah', 'pelosok', 'batas', 'negara', 'cc', 'telkomsel']",1
"nasi goreng nya biasa saja dan menurut saya terlalu berminyak , dari sisi rasa juga biasa dan tidak istimewa , saya tidak terlalu menyukai pedas meskipun level 0 rasanya tetap pedas .",negative,"['nasi', 'goreng', 'minyak', 'sisi', 'tidak_istimewa', 'tidak_terlalu', 'suka', 'pedas', 'level', '0', 'pedas']",0
"makan di saung di tengah sawah , makanan nya sunda , asik sih . tetapi disarankan kalau ke sini lebih enak siang atau sore , biar kelihatan mie nya , karena kalau malam lumayan gelap . tempat nya luas banget ! pepes jamur nya enak , dan kemarin coba ayam asap andalan nya , enak juga .",positive,"['makan', 'saung', 'sawah', 'makan', 'sunda', 'asik', 'saran', 'enak', 'siang', 'sore', 'biar', 'lihat', 'mie', 'malam', 'lumayan', 'gelap', 'luas', 'banget', 'pepes', 'jamur', 'enak', 'kemarin', 'coba', 'ayam', 'asap', 'andal', 'enak']",2
senin kenpa lebih macet dari biasanya gaduh,negative,"['senin', 'kenpa', 'macet', 'gaduh']",0
"saya cinta banget produk indonesia . semua tas ku buatan lokal , handmade ! pakai naik juga sudah pakai lokal",positive,"['cinta', 'banget', 'produk', 'indonesia', 'tas', 'ku', 'lokal', 'handmade', 'pakai', 'pakai', 'lokal']",2
hukuman apa yang cocok ya untuk seorang setia novanto jika dia terbukti bersalah dalam kasus e-ktp ? hukuman mati kah ? penjara seumur hidup ? atau 20 tahun penjara saja ?,negative,"['hukum', 'cocok', 'ya', 'orang', 'setia', 'novanto', 'bukti', 'salah', 'e', 'ktp', 'hukum', 'mati', 'kah', 'penjara', 'umur', 'hidup', '20', 'penjara']",0
"masakan yang lezat dan bernuansa khas . menu favorit adalah mi rica pangsit kuah , mi casio , serta bakso udang goreng . harga kisaran rp 29.000 - 45.000 per porsi . lokasi nya dekat dengan jalan asia - afrika dan jalan braga . rekomendasi di kota bandung !",positive,"['masakan', 'lezat', 'nuansa', 'khas', 'menu', 'favorit', 'mi', 'rica', 'pangsit', 'kuah', 'mi', 'casio', 'bakso', 'udang', 'goreng', 'harga', 'kisar', 'rp', '29', '000', '45', '000', 'porsi', 'lokasi', 'jalan', 'asia', 'afrika', 'jalan', 'braga', 'rekomendasi', 'kota', 'bandung']",2
"rumah makan yang mengusung konsep tradisional alias jadul ini patut anda coba . selain rasanya yang pas , warung ini memiliki beberapa hal unik seperti piring yang digunakan adalah piring seng zaman dahulu berikut gelas minum nya . jenis menu nya sangat beragam . dan semuanya enak enak ! cuma sayang , beberapa piring ada yang sudah tidak layak pakai , karena karatan . tetapi tetap diberi kepada pengunjung .",positive,"['rumah', 'makan', 'usung', 'konsep', 'tradisional', 'alias', 'jadul', 'patut', 'coba', 'pas', 'warung', 'milik', 'unik', 'piring', 'piring', 'seng', 'zaman', 'gelas', 'minum', 'jenis', 'menu', 'agam', 'enak', 'enak', 'sayang', 'piring', 'tidak_layak', 'pakai', 'karat', 'unjung']",2
para driver go-jek melakukan kegiatan gerakan bersih ranjau paku di jalan protokol jakarta .,neutral,"['driver', 'go', 'jek', 'laku', 'giat', 'gera', 'bersih', 'ranjau', 'paku', 'jalan', 'protokol', 'jakarta']",1
"awal masuk resto ini agak kurang meyakinkan karena tidak ada staf yang menunggu di bawah , awal nya kami pikir tutup , ternyata harus naik tangga ke atas dulu . makanan lumayan enak , tapi tergolong mahal untuk layanan yang biasa saja .",positive,"['masuk', 'resto', 'tidak_ada', 'staf', 'tunggu', 'pikir', 'tutup', 'nyata', 'tangga', 'makan', 'lumayan', 'enak', 'golong', 'mahal', 'layan']",2
"saya suka kafe ini . beberapa kali makan siang dan makan malam selalu suka . makanan nya enak , saya suka steak nya . dan suasana nya menyenangkan .",positive,"['suka', 'kafe', 'kali', 'makan', 'siang', 'makan', 'malam', 'suka', 'makan', 'enak', 'suka', 'steak', 'suasana', 'senang']",2
"kepiting saus tiram adalah menu wajib di sini , bumbu yang berlimpah , menyerap sampai ke daging kepiting nya , anda bisa coba juga kangkung cah menjadi padanan yang cocok",positive,"['kepiting', 'saus', 'tiram', 'menu', 'wajib', 'bumbu', 'limpah', 'serap', 'daging', 'kepiting', 'coba', 'kangkung', 'cah', 'padan', 'cocok']",2
"resto zaman dahulu yang masih eksis . terkenal kepiting nya . kailan cah sapi , sapo tahu , dan puyunghai nya lumayan enak .",positive,"['resto', 'zaman', 'eks', 'kenal', 'kepiting', 'kail', 'cah', 'sapi', 'sapo', 'puyunghai', 'lumayan', 'enak']",2
saya baru saja bertemu teman saya yang bekerja di trans tv,neutral,"['temu', 'teman', 'kerja', 'trans', 'tv']",1
"suka pengin marah pakai indosat di kos , sinyal nya hilang-hilangan seperti kamu",negative,"['suka', 'pengin', 'marah', 'pakai', 'indosat', 'kos', 'sinyal', 'hilang', 'hilang']",0
"waktu datang langsung ditawari brunch buffet yang lumayan lama batas nya samai jam 5 sore , menu nya tidak terlalu banyak tapi enak dan cocok buat udara dingin , apalagi menu kuah nya . bisa berkali-berkali ambil karena perut minta diisi terus , jadi jatuh nya lebih hemat .",positive,"['langsung', 'tawar', 'brunch', 'buffet', 'lumayan', 'batas', 'jam', '5', 'sore', 'menu', 'tidak_terlalu', 'enak', 'cocok', 'udara', 'dingin', 'menu', 'kuah', 'kali', 'kali', 'ambil', 'perut', 'isi', 'jatuh', 'hemat']",2
"kemarin kami merayakan ulang tahun teman kami di sini , makanan yang cukup enak , tetapi porsi minuman nya sangat sedikit dengan harga yang cukup mahal . __sad__",negative,"['kemarin', 'raya', 'ulang', 'teman', 'makan', 'enak', 'porsi', 'minum', 'harga', 'mahal', 'sad']",0
"setelah kalap belanja di cihampelas , kami memutuskan untuk makan di warung tenda pinggir jalan . dalam perjalanan pulang ke hotel , kita lewat jalan kecil untuk menghindari macet . dan . bertemu warteg ini . pas datang ramai banget ! kita mesti antre sebentar . kami pesan nasi uduk ayam bakar madu usus kol goreng . rasanya enak ! nasi uduk nya standart , tapi ayam bakar madu nya parah bikin ketagihan banget !",positive,"['kalap', 'belanja', 'cihampelas', 'putus', 'makan', 'warung', 'tenda', 'pinggir', 'jalan', 'jalan', 'pulang', 'hotel', 'jalan', 'hindar', 'macet', 'temu', 'warteg', 'pas', 'ramai', 'banget', 'mesti', 'antre', 'sebentar', 'pesan', 'nasi', 'uduk', 'ayam', 'bakar', 'madu', 'usus', 'kol', 'goreng', 'enak', 'nasi', 'uduk', 'standart', 'ayam', 'bakar', 'madu', 'parah', 'bikin', 'tagih', 'banget']",2
"jangkauan siar nya tolong diperluas , karena banyak daerah yang belum bisa menikmati siaran net . terima kasih .",neutral,"['jangkau', 'siar', 'tolong', 'luas', 'daerah', 'nikmat', 'siar', 'net', 'terima', 'kasih']",1
babi lo prabowo anjing gua sumpahin kamu mati saja . dasar sampah masyarakat .,negative,"['babi', 'lo', 'prabowo', 'anjing', 'gua', 'sumpahin', 'mati', 'dasar', 'sampah', 'masyarakat']",0
makanan yang disajikan enak dan harga nya yang tidak terlalu mahal . pemandangan nya indah karena terletak di dataran tinggi . di sini juga dapat melihat-lihat pameran seni yang sering diadakan .,positive,"['makan', 'saji', 'enak', 'harga', 'tidak_terlalu', 'mahal', 'pandang', 'indah', 'letak', 'datar', 'lihat', 'lihat', 'pamer', 'seni']",2
ornamen restauran dan makanan rakyat yang dihidangkan cukup menarik meski harga kurang merakyat dibanding harga di luar daerah cihampelas wali,positive,"['ornamen', 'restauran', 'makan', 'rakyat', 'hidang', 'tarik', 'harga', 'rakyat', 'banding', 'harga', 'daerah', 'cihampelas', 'wali']",2
saya datang ke sini pas liburan . jadi nya daftar tunggu deh . pantas saja banyak orang makan di sini karena rasa makanan sunda di sini enak banget .. dari sekian menu yang saya pesan . keseluruhan enak . tempat nya nyaman . bersih . asri . betah deh kalau sudah dapat tempat disnob jadi malas pulang . apalagi kalau sudah kekenyangan . hhe .,positive,"['pas', 'libur', 'daftar', 'tunggu', 'deh', 'orang', 'makan', 'makan', 'sunda', 'enak', 'banget', 'sekian', 'menu', 'pesan', 'enak', 'nyaman', 'bersih', 'asri', 'betah', 'deh', 'snob', 'malas', 'pulang', 'kenyang', 'hhe']",2
minum kopi sambil makan kue . cabe nya enak harga terjangkau . tempat nya bersih enak buat nongkrong . pelayanan nya cukup baik .,positive,"['minum', 'kopi', 'makan', 'kue', 'cabe', 'enak', 'harga', 'jangkau', 'bersih', 'enak', 'nongkrong', 'layan', 'baik']",2
"dari arah cirebon bertujuan ke kota bandung melalui sumedang , setelah perjalanan jauh kami pun memutuskan untuk makan siang di warung nasi ampera cabang sumedang tepat nya di jalan . raya tanjung sari no. 246 . dengan khas makanan sunda nya , kami pun tidak ragu lagi menyantap hidangan yang ada . kita tinggal pilih menu makanan yang sesuai selera kita masing-masing .",positive,"['arah', 'cirebon', 'tuju', 'kota', 'bandung', 'sumedang', 'jalan', 'putus', 'makan', 'siang', 'warung', 'nasi', 'ampera', 'cabang', 'sumedang', 'jalan', 'raya', 'tanjung', 'sari', 'no', '246', 'khas', 'makan', 'sunda', 'tidak_ragu', 'santap', 'hidang', 'tinggal', 'pilih', 'menu', 'makan', 'sesuai', 'selera']",2
anti pakai power bank semenjak handphone samsung gue bocor batere nya setelah dipakaikan gituan .,negative,"['anti', 'pakai', 'power', 'bank', 'semenjak', 'handphone', 'samsung', 'gue', 'bocor', 'batere', 'pakai', 'gituan']",0
"saya menemukan tempat makan ini ketika sedang berjalan menuju braga , tempat nya cukup mudah diakses baik berjalan kaki atau berkendaraan . tempat makan ini berafiliasi dengan ayam penyet surabaya . karena kangen yogyakarta , saya mencoba menu mie nyemek dan rasanya oke . variasi minuman tidak terlalu banyak , available jus dan teh manis . hmm ramai pengunjung di malam minggu :",positive,"['temu', 'makan', 'jalan', 'tuju', 'braga', 'mudah', 'akses', 'baik', 'jalan', 'kaki', 'kendara', 'makan', 'afiliasi', 'ayam', 'penyet', 'surabaya', 'kangen', 'yogyakarta', 'coba', 'menu', 'mie', 'nyemek', 'oke', 'variasi', 'minum', 'tidak_terlalu', 'available', 'jus', 'teh', 'manis', 'hmm', 'ramai', 'unjung', 'malam', 'minggu']",2
"saya dan teman sengaja datang ke setiabudhi pasar hanya untuk makan di mangkok ayam , ternyata rasanya memang tidak mengecewakan , kami memesan nasi sapi dan nasi bebek , pelayanan nya cepat dan tempat nya bersih . harga nya lumayan mahal jika untuk ukuran mahasiswa . __laugh__",positive,"['teman', 'sengaja', 'setiabudhi', 'pasar', 'makan', 'mangkok', 'ayam', 'nyata', 'tidak_kecewa', 'mes', 'nasi', 'sapi', 'nasi', 'bebek', 'layan', 'cepat', 'bersih', 'harga', 'lumayan', 'mahal', 'ukur', 'mahasiswa', 'laugh']",2
cocok tetapi yang tampilan awal cina,negative,"['cocok', 'tampil', 'cina']",0
"nah itulah mentalitas orang yang sok tahu seperti ini , dulu debat dengan saya tentang fpi dia kabur , karena miskin bahan dengan menuduh saya anak kecil , padahal anak kecil ini isi kepala nya jauh lebih banyak dari dia yang isi nya cuma kotoran",negative,"['mentalitas', 'orang', 'sok', 'debat', 'fpi', 'kabur', 'miskin', 'bahan', 'tuduh', 'anak', 'anak', 'isi', 'kepala', 'isi', 'kotor']",0
"makanan nya enak , suasana nya juga lumayan , kebersihan oke , porsi nya banyak harga nya pas untuk mahasiswa .",positive,"['makan', 'enak', 'suasana', 'lumayan', 'bersih', 'oke', 'porsi', 'harga', 'pas', 'mahasiswa']",2
"kami makan malam di ulang tahun anggota keluarga . dari sekeluarga , memang cuma saya saja yang muntaber dari jam 10 malam sampai jam 3 subuh , tetapi dugaan saya , dapat keracunan atau kuman dari menu tim ikan kakap . sebaiknya pihak restoran perlu sering periksa kesegaran bahan seafood mentah .",negative,"['makan', 'malam', 'ulang', 'anggota', 'keluarga', 'keluarga', 'muntaber', 'jam', '10', 'malam', 'jam', '3', 'subuh', 'duga', 'racun', 'kuman', 'menu', 'tim', 'ikan', 'kakap', 'baik', 'restoran', 'periksa', 'segar', 'bahan', 'seafood', 'mentah']",0
awas rim orang pribumi lebih menyeramkan dari setan,negative,"['awas', 'rim', 'orang', 'pribumi', 'seram', 'setan']",0
"terletak di pusat kota lembang , sangat terkenal dengan masakan orang cina food nya sangat cocok bagi penyuka makanan cina makanan . masakan yang khas adalah cah kangkung",positive,"['letak', 'pusat', 'kota', 'lembang', 'kenal', 'masakan', 'orang', 'cina', 'food', 'cocok', 'suka', 'makan', 'cina', 'makan', 'masakan', 'khas', 'cah', 'kangkung']",2
karena sudah kadung benci kepada fpi maka dari itu apa pun yang dikerjakan lasykar fpi selalu salah walaupun merla bekerja amal makruf nahi mungkar . rezim apa ini ! hanya allah yang tahu .,negative,"['kadung', 'benci', 'fpi', 'kerja', 'lasykar', 'fpi', 'salah', 'merla', 'kerja', 'amal', 'makruf', 'nahi', 'mungkar', 'rezim', 'allah']",0
mca bergerak hajar cebong antek antek rrc inilah penghianat bangsa prof alumni 212 dibilang teroris radikal .,negative,"['mca', 'gerak', 'hajar', 'cebong', 'antek', 'antek', 'rrc', 'penghianat', 'bangsa', 'prof', 'alumni', '212', 'bilang', 'teroris', 'radikal']",0
"tahu nya enak , cuma adonan nya agak alot menurut saya pribadi . agak mahal , 1 potong nya 12 ribu . cukup besar sih . rasanya enak banget sih , jadi tidak masalah .",positive,"['enak', 'adon', 'alot', 'pribadi', 'mahal', '1', 'potong', '12', 'ribu', 'enak', 'banget', 'tidak_masalah']",2
"kursi itu manis maka etika dan moral ska dilanggar , kami rakyat h nya nnton dan menilai tingkah laku para politikus busuk , diduga sepertinya pelaku nya orang dalam sakit hati tidak dicalonkan . aduh politik",negative,"['kursi', 'manis', 'etika', 'moral', 'ska', 'langgar', 'rakyat', 'h', 'nnton', 'nilai', 'tingkah', 'laku', 'politikus', 'busuk', 'duga', 'laku', 'orang', 'sakit', 'hati', 'tidak_calon', 'aduh', 'politik']",0
"restoran ini memiliki menu berbahan baku stroberi . dilengkapi dengan kebun stroberi yang bisa dipetik sendiri dengan membayar tiket masuk . ada juga flying fox . ruang untuk makan ada yang bernuansa china , jepang . bisa juga membeli oleh-oleh makanan dari bahan stroberi seperti dodol , manisan , syrup . lokasi nya dekat dengan hotel cerish , kampung daun / kampung gajah , the peak . mantap",positive,"['restoran', 'milik', 'menu', 'bahan', 'baku', 'stroberi', 'lengkap', 'kebun', 'stroberi', 'petik', 'bayar', 'tiket', 'masuk', 'flying', 'fox', 'ruang', 'makan', 'nuansa', 'china', 'jepang', 'beli', 'makan', 'bahan', 'stroberi', 'dodol', 'manis', 'syrup', 'lokasi', 'hotel', 'cerish', 'kampung', 'daun', 'kampung', 'gajah', 'the', 'peak', 'mantap']",2
sampah anjing telkomsel kuota obrolan gue tiba tiba setelah padahal tidak gue pakai h ingin marah,negative,"['sampah', 'anjing', 'telkomsel', 'kuota', 'obrol', 'gue', 'tidak_gue', 'pakai', 'h', 'marah']",0
masa aku pernah lake jnt 2 minggu tidak datang-datang . komplain ke kantor respon nya gabaik . aku kena marah . kesal akut . enggak-enggak lagi pakai jnt . aroma .,negative,"['lake', 'jnt', '2', 'minggu', 'tidak_datang', 'komplain', 'kantor', 'respon', 'gabaik', 'kena', 'marah', 'kesal', 'akut', 'pakai', 'jnt', 'aroma']",0
"tempat ini cukup terkenal di bandung . bagi kalian yang sedang mencari tempat jajanan murah di bandung , cuanki serayu bisa jadi pilihan . namun , bersiaplah untuk sabar menanti jika kalian datang pada jam makan siang , pulang kerja atau akhir pekan .",positive,"['kenal', 'bandung', 'cari', 'jajan', 'murah', 'bandung', 'cuanki', 'rayu', 'pilih', 'sabar', 'jam', 'makan', 'siang', 'pulang', 'kerja', 'pekan']",2
fpi belum bubar ya . jika terus-terus buat rusa basmi majalah di nkri daripada pusing . kita ada penegak hukum,negative,"['fpi', 'bubar', 'ya', 'rusa', 'basmi', 'majalah', 'nkri', 'pusing', 'tegak', 'hukum']",0
"kalau mau coba cuanki di kota bandung , maka harus ke cuanki serayu . tempat nya kecil dan standar warung bakso biasa . tapi cuanki , tahu bakso , batagor goreng nya . enak banget ! harus makan dengan sambal pedes nya ditambah kerupuk aci . harga seporsi 10 ribu . sangat terjangkau . bisa pesan minum jus juga . mantap ! kalau penuh dan harus mengantre , bisa menunggu sambil beli kue apa di pinggir jalan nya .",positive,"['coba', 'cuanki', 'kota', 'bandung', 'cuanki', 'rayu', 'standar', 'warung', 'bakso', 'cuanki', 'bakso', 'batagor', 'goreng', 'enak', 'banget', 'makan', 'sambal', 'pedes', 'kerupuk', 'aci', 'harga', 'porsi', '10', 'ribu', 'jangkau', 'pesan', 'minum', 'jus', 'mantap', 'penuh', 'antre', 'tunggu', 'beli', 'kue', 'pinggir', 'jalan']",2
partai munafik ! dulu jaman nya presiden suharto dan sby semua kebijakan nya didemo . eh sekarang apapun kebijakan presiden nya yang merugikan rakyat sepi demo .,negative,"['partai', 'munafik', 'jaman', 'presiden', 'suharto', 'sby', 'bijak', 'demo', 'eh', 'bijak', 'presiden', 'rugi', 'rakyat', 'sepi', 'demo']",0
kak adit aku pesan indomi nya satu,neutral,"['kak', 'adit', 'pesan', 'indomi']",1
"maaf , bung hatta tidak pernah dan tidak suka memakan isu bohong seperti prabowo",negative,"['maaf', 'hatta', 'tidak_pernah', 'tidak_suka', 'makan', 'isu', 'bohong', 'prabowo']",0
"ini salah satu restoran favorit saya jika berkunjung ke bandung . lokasi nya strategis , makanan nya lengkap dan bervariasi . layanan ramah dan harga lumayan bersaing . tetapi yang paling oke adalah suasana nya . memuaskan .",positive,"['salah', 'restoran', 'favorit', 'kunjung', 'bandung', 'lokasi', 'strategis', 'makan', 'lengkap', 'variasi', 'layan', 'ramah', 'harga', 'lumayan', 'saing', 'oke', 'suasana', 'muas']",2
tidak becus jadi ibu lo ya ? ini sebab nya gue tidak betah tinggal di rumah kayak gini . bapak gue mata nya sudah buta kali ya milih perempuan tolol kayak ibu gue .,negative,"['tidak_becus', 'lo', 'ya', 'gue', 'tidak_betah', 'tinggal', 'rumah', 'kayak', 'gin', 'gue', 'mata', 'buta', 'kali', 'ya', 'milih', 'perempuan', 'tolol', 'kayak', 'gue']",0
"sekjen pdip : kami pernah diintervensi , tapi tak buat puisi mellow dramatik",neutral,"['sekjen', 'pdip', 'intervensi', 'tidak_buat', 'puisi', 'mellow', 'dramatik']",1
"tempat makan yang tidak hanya menyajikan menu makanan saja , tetapi juga menyuguhkan suasana alam yang asri dan tenang , dan romantis . membuat pengunjung nya betah bersama lama di sini terletak di jalan . sersan bajuri , lembang .",positive,"['makan', 'tidak_hanya', 'saji', 'menu', 'makan', 'suguh', 'suasana', 'alam', 'asri', 'tenang', 'romantis', 'unjung', 'betah', 'letak', 'jalan', 'sersan', 'bajuri', 'lembang']",2
sariayu merah delima mantap sekali teman tidak bohong,positive,"['sariayu', 'merah', 'delima', 'mantap', 'teman', 'tidak_bohong']",2
"gizi termasuk restoran dan kafe yang punya gaya tersendiri , tempat ini menjadi ajang panggung bagi pemusik kafe , tempat ini tidak terlalu ramai , suasana nya juga tenang . waktu tahun 80 an . tiap malam ada live musik . masakan nya juga enak ,",positive,"['gizi', 'masuk', 'restoran', 'kafe', 'gaya', 'ajang', 'panggung', 'musik', 'kafe', 'tidak_terlalu', 'ramai', 'suasana', 'tenang', '80', 'an', 'malam', 'live', 'musik', 'masakan', 'enak']",2
"harga makanan di sini relatif cukup mahal , namun porsi yang ditawarkan memang besar , sehingga untuk 1 porsi makanan dapat berbagi dengan 2 orang . di restoran ini disediakan live musik dengan suasana yang ramai dan mayoritas dikunjungi keluarga atau bepergian dengan teman .",positive,"['harga', 'makan', 'relatif', 'mahal', 'porsi', 'tawar', '1', 'porsi', 'makan', '2', 'orang', 'restoran', 'sedia', 'live', 'musik', 'suasana', 'ramai', 'mayoritas', 'kunjung', 'keluarga', 'pergi', 'teman']",2
"pelayanan cepat , harga lumayan mahal . menu bervariasi . tapi . dengan menu utama nya malah mengecewakan . mie nya lembek kuah nya kurang sedap . tidak bikin kangen . menu yang lain lebih okelah daripada mie nya . lumayan banget sih tolong perut lapar saat terjebak macet arah lembang .",positive,"['layan', 'cepat', 'harga', 'lumayan', 'mahal', 'menu', 'variasi', 'menu', 'utama', 'kecewa', 'mie', 'lembek', 'kuah', 'sedap', 'tidak_bikin', 'kangen', 'menu', 'oke', 'mie', 'lumayan', 'banget', 'tolong', 'perut', 'lapar', 'jebak', 'macet', 'arah', 'lembang']",2
"sudah tidak perlu diperdebatkan , masyarakat sudah tahu kalau ketua bek ui ini goblok .",negative,"['tidak_perlu', 'debat', 'masyarakat', 'ketua', 'bek', 'ui', 'goblok']",0
"suka banget sama yang diskon-diskon haha . selain bisa nongkrong sama teman . tempat ini cocok buat para mahasiswa , karena ada potongan diskon hingga 20 % lho ! tinggal menunjukkan ktm saja teman-teman !",positive,"['suka', 'banget', 'diskon', 'diskon', 'haha', 'nongkrong', 'teman', 'cocok', 'mahasiswa', 'potong', 'diskon', '20', 'lho', 'tinggal', 'ktm', 'teman', 'teman']",2
kami sarankan untuk menggunakan perangkat lain dulu seperti browser desktop atau laptop untuk melakukan transaksi di tokopedia .,neutral,"['saran', 'perangkat', 'browser', 'desktop', 'laptop', 'laku', 'transaksi', 'tokopedia']",1
"kimberly ryder : jatuh cinta sama produk lips tatto dari warna nya cantik banget , lebih tahan lama",positive,"['kimberly', 'ryder', 'jatuh', 'cinta', 'produk', 'lips', 'tatto', 'warna', 'cantik', 'banget', 'tahan']",2
jne nya mengecewakan kirim tanggal 8 sampai tanggal 14 . mengecewakan jne ambon,negative,"['jne', 'kecewa', 'kirim', 'tanggal', '8', 'tanggal', '14', 'kecewa', 'jne', 'ambon']",0
tidak bersyukur,negative,['tidak_syukur'],0
"berada di kota bandung dan dekat dengan kampus itb , tempat ini menyajikan makanan cepat saji dari barat dan suasana tempat ini sangat nyaman dan enak dinikmati",positive,"['kota', 'bandung', 'kampus', 'itb', 'saji', 'makan', 'cepat', 'saji', 'barat', 'suasana', 'nyaman', 'enak', 'nikmat']",2
26 desember 2017 gerindra mengundang demokrat bergabung dengan syarat mengusung sudrajat dan meletakkan diposisi cawagub,neutral,"['26', 'desember', '2017', 'gerindra', 'undang', 'demokrat', 'gabung', 'syarat', 'usung', 'sudrajat', 'letak', 'posisi', 'cawagub']",1
kali ini kami memesan teppanyaki dan pasta dengan saus umami . pasta nya biasa saja . kurang enak . teppanyaki nya kemanisan . spicy salmon sushi nya juga kurang enak bumbu nya .,positive,"['kali', 'mes', 'teppanyaki', 'pasta', 'saus', 'umami', 'pasta', 'enak', 'teppanyaki', 'manis', 'spicy', 'salmon', 'sushi', 'enak', 'bumbu']",2
polisi makin nekad membela siapa anggota fpi bekasi jadi tersangka usai gerebek toko obat ilegal lewat,neutral,"['polisi', 'nekad', 'bela', 'anggota', 'fpi', 'bekas', 'sangka', 'gerebek', 'toko', 'obat', 'ilegal']",1
atm bank niaga ibu ku terblokir,neutral,"['atm', 'bank', 'niaga', 'ku', 'blokir']",1
"istri saya yang tidak terlalu suka ramen , untuk kali ini dia bilang enak dan gurih . dia malah memesan lagi untuk diri nya setelah mencicipi pesanan saya .",positive,"['istri', 'tidak_terlalu', 'suka', 'ramen', 'kali', 'bilang', 'enak', 'gurih', 'mes', 'cicip', 'pesan']",2
